dystrophy	I-SpecificDisease
at	O
age	O
31	O
years	O
.	O
At	O
age	O
44	O
years	O
,	O
her	O
ERG	O
was	O
moderately	O
abnormal	O
but	O
her	O
clinical	O
disease	O
was	O
limited	O
to	O
the	O
macula	O
.	O
Another	O
daughter	O
presented	O
at	O
age	O
42	O
years	O
with	O
macular	B-SpecificDisease
degeneration	I-SpecificDisease
and	O
over	O
10	O
years	O
developed	O
the	O
clinical	O
picture	O
of	O
fundus	B-SpecificDisease
flavimaculatus	I-SpecificDisease
.	O
Her	O
peripheral	O
visual	O
field	O
was	O
preserved	O
but	O
her	O
ERG	O
was	O
moderately	O
abnormal	O
.	O
The	O
son	O
had	O
onset	O
of	O
macular	B-SpecificDisease
degeneration	I-SpecificDisease
at	O
age	O
44	O
years	O
.	O
Pericentral	B-SpecificDisease
scotomas	I-SpecificDisease
were	O
present	O
and	O
the	O
ERG	O
was	O
markedly	O
abnormal	O
.	O
Fluorescein	O
angiography	O
revealed	O
punctate	O
pigment	O
epithelial	O
transmission	O
defects	O
.	O
CONCLUSIONS	O
A	O
3-base	O
pair	O
deletion	O
of	O
codon	O
153	O
or	O
154	O
of	O
the	O
peripherin	O
/	O
RDS	O
gene	O
can	O
produce	O
clinically	O
disparate	O
phenotypes	O
even	O
within	O
the	O
same	O
family	O
.	O
.	O

10330348	O
Splicing	O
defects	O
in	O
the	O
ataxia-telangiectasia	B-Modifier
gene,	O
ATM:	O
underlying	O
mutations	O
and	O
consequences.	O
Mutations	O
resulting	O
in	O
defective	O
splicing	O
constitute	O
a	O
significant	O
proportion	O
(	O
30	O
/	O
62	O
[	O
48	O
%	O
]	O
)	O
of	O
a	O
new	O
series	O
of	O
mutations	O
in	O
the	O
ATM	O
gene	O
in	O
patients	O
with	O
ataxia-telangiectasia	B-SpecificDisease
(	O
AT	B-SpecificDisease
)	O
that	O
were	O
detected	O
by	O
the	O
protein-truncation	O
assay	O
followed	O
by	O
sequence	O
analysis	O
of	O
genomic	O
DNA	O
.	O
Fewer	O
than	O
half	O
of	O
the	O
splicing	O
mutations	O
involved	O
the	O
canonical	O
AG	O
splice-acceptor	O
site	O
or	O
GT	O
splice-donor	O
site	O
.	O
A	O
higher	O
percentage	O
of	O
mutations	O
occurred	O
at	O
less	O
stringently	O
conserved	O
sites	O
,	O
including	O
silent	O
mutations	O
of	O
the	O
last	O
nucleotide	O
of	O
exons	O
,	O
mutations	O
in	O
nucleotides	O
other	O
than	O
the	O
conserved	O
AG	O
and	O
GT	O
in	O
the	O
consensus	O
splice	O
sites	O
,	O
and	O
creation	O
of	O
splice-acceptor	O
or	O
splice-donor	O
sites	O
in	O
either	O
introns	O
or	O
exons	O
.	O
These	O
splicing	O
mutations	O
led	O
to	O
a	O
variety	O
of	O
consequences	O
,	O
including	O
exon	O
skipping	O
and	O
,	O
to	O
a	O
lesser	O
degree	O
,	O
intron	O
retention	O
,	O
activation	O
of	O
cryptic	O
splice	O
sites	O
,	O
or	O
creation	O
of	O
new	O
splice	O
sites	O
.	O
In	O
addition	O
,	O
5	O
of	O
12	O
nonsense	O
mutations	O
and	O
1	O
missense	O
mutation	O
were	O
associated	O
with	O
deletion	O
in	O
the	O
cDNA	O
of	O
the	O
exons	O
in	O
which	O
the	O
mutations	O
occurred	O
.	O
No	O
ATM	O
protein	O
was	O
detected	O
by	O
western	O
blotting	O
in	O
any	O
AT	B-Modifier
cell	O
line	O
in	O
which	O
splicing	O
mutations	O
were	O
identified	O
.	O
Several	O
cases	O
of	O
exon	O
skipping	O
in	O
both	O
normal	O
controls	O
and	O
patients	O
for	O
whom	O
no	O
underlying	O
defect	O
could	O
be	O
found	O
in	O
genomic	O
DNA	O
were	O
also	O
observed	O
,	O
suggesting	O
caution	O
in	O
the	O
interpretation	O
of	O
exon	O
deletions	O
observed	O
in	O
ATM	O
cDNA	O
when	O
there	O
is	O
no	O
accompanying	O
identification	O
of	O
genomic	O
mutations	O
.	O
.	O

10398436	O
Beta-catenin	O
accumulation	O
and	O
mutation	O
of	O
the	O
CTNNB1	O
gene	O
in	O
hepatoblastoma.	B-SpecificDisease
Hepatoblastoma	B-SpecificDisease
is	O
a	O
rare	O
malignant	B-DiseaseClass
tumor	I-DiseaseClass
of	I-DiseaseClass
the	I-DiseaseClass
liver	I-DiseaseClass
that	O
occurs	O
in	O
children	O
at	O
an	O
average	O
age	O
of	O
2	O
to	O
3	O
years	O
.	O
Epidemiologic	O
studies	O
have	O
shown	O
an	O
increased	O
frequency	O
of	O
this	O
tumor	B-Modifier
type	O
in	O
families	O
affected	O
by	O
adenomatous	B-SpecificDisease
polyposis	I-SpecificDisease
coli	I-SpecificDisease
.	O
In	O
addition	O
to	O
the	O
epidemiologic	O
data	O
,	O
molecular	O
genetic	O
studies	O
suggest	O
that	O
inactivation	O
of	O
the	O
APC	B-Modifier
tumor	I-Modifier
suppressor	O
may	O
be	O
involved	O
in	O
hepatoblastoma	B-Modifier
tumorigenesis	O
.	O
A	O
major	O
function	O
of	O
APC	O
is	O
the	O
downregulation	O
of	O
beta-catenin	O
,	O
a	O
transcription-activating	O
protein	O
with	O
oncogenic	O
potential	O
.	O
In	O
an	O
ongoing	O
immunohistochemical	O
study	O
of	O
beta-catenin	O
expression	O
in	O
sporadic	O
cases	O
of	O
tumor	B-Modifier
types	O
that	O
are	O
associated	O
with	O
adenomatous	B-SpecificDisease
polyposis	I-SpecificDisease
coli	I-SpecificDisease
,	O
we	O
observed	O
increased	O
beta-catenin	O
levels	O
in	O
the	O
cytoplasm	O
and	O
in	O
the	O
nuclei	O
of	O
three	O
investigated	O
hepatoblastomas	B-SpecificDisease
.	O
Sequencing	O
of	O
exon	O
3	O
of	O
the	O
beta-catenin	O
gene	O
(	O
CTNNB1	O
)	O
revealed	O
an	O
activating	O
mutation	O
in	O
one	O
of	O
the	O
tumor	B-Modifier
samples	O
.	O
Our	O
data	O
indicate	O
for	O
the	O
first	O
time	O
that	O
beta-catenin	O
accumulation	O
may	O
play	O
a	O
role	O
in	O
the	O
development	O
of	O
hepatoblastoma	B-SpecificDisease
and	O
that	O
activating	O
mutations	O
of	O
the	O
beta-catenin	O
gene	O
may	O
substitute	O
biallelic	O
APC	O
inactivation	O
in	O
this	O
tumor	B-Modifier
type	O
.	O
Genes	O
Chromosomes	O
Cancer	O
25	O
399-402	O
,	O
1999	O
.	O
.	O

8162051	O
Regionally	O
clustered	O
APC	B-Modifier
mutations	O
are	O
associated	O
with	O
a	O
severe	O
phenotype	O
and	O
occur	O
at	O
a	O
high	O
frequency	O
in	O
new	O
mutation	O
cases	O
of	O
adenomatous	B-SpecificDisease
polyposis	I-SpecificDisease
coli.	I-SpecificDisease
Germline	O
mutation	O
in	O
APC	O
at	O
5q21-22	O
results	O
in	O
the	O
dominantly	O
inherited	O
syndrome	O
adenomatous	B-SpecificDisease
polyposis	I-SpecificDisease
coli	I-SpecificDisease
(	O
APC	B-SpecificDisease
)	O
.	O
Somatic	O
mutation	O
in	O
this	O
gene	O
is	O
an	O
early	O
event	O
in	O
colorectal	O
tumourigenesis	O
.	O
Both	O
types	O
of	O
mutation	O
are	O
concentrated	O
in	O
the	O
5	O
half	O
of	O
exon	O
15	O
.	O
We	O
have	O
used	O
single	O
strand	O
conformational	O
polymorphism	O
(	O
SSCP	O
)	O
and	O
heteroduplex	O
analysis	O
to	O
screen	O
for	O
variants	O
in	O
this	O
region	O
of	O
the	O
gene	O
in	O
a	O
total	O
of	O
45	O
affected	O
but	O
unrelated	O
individuals	O
.	O
Eighteen	O
patients	O
had	O
no	O
family	O
history	O
of	O
the	O
disease	O
;	O
of	O
these	O
11	O
were	O
classified	O
as	O
having	O
a	O
severe	O
phenotype	O
,	O
based	O
on	O
an	O
early	O
age	O
at	O
presentation	O
or	O
cancer	B-Modifier
development	O
.	O
This	O
compared	O
with	O
6	O
of	O
27	O
familial	O
cases	O
.	O
A	O
5	O
bp	O
deletion	O
at	O
codon	O
1309	O
reported	O
to	O
occur	O
in	O
10-15	O
%	O
of	O
unselected	O
APC	B-Modifier
patients	O
worldwide	O
,	O
was	O
found	O
in	O
5	O
of	O
the	O
18	O
new	O
mutation	O
cases	O
and	O
4	O
of	O
the	O
27	O
familial	O
cases	O
all	O
nine	O
were	O
classed	O
as	O
severe	O
.	O
A	O
further	O
3	O
new	O
mutations	O
and	O
1	O
familial	O
mutation	O
were	O
located	O
downstream	O
from	O
codon	O
1309	O
,	O
these	O
individuals	O
similarly	O
being	O
classed	O
as	O
phenotypically	O
severe	O
.	O
In	O
contrast	O
all	O
of	O
the	O
APC	B-Modifier
mutations	O
detected	O
in	O
affected	O
individuals	O
with	O
an	O
average	O
phenotype	O
were	O
located	O
prior	O
to	O
codon	O
1309	O
.	O
The	O
frequent	O
association	O
of	O
a	O
severe	O
phenotype	O
with	O
fresh	O
mutation	O
may	O
explain	O
the	O
apparent	O
conflict	O
of	O
a	O
high	O
mutation	O
rate	O
(	O
20-30	O
%	O
)	O
in	O
a	O
condition	O
,	O
which	O
on	O
average	O
,	O
is	O
lethal	O
at	O
a	O
post-reproductive	O
age	O
.	O
.	O

7825586	O
An	O
evaluation	O
of	O
genetic	O
heterogeneity	O
in	O
145	O
breast-ovarian	B-Modifier
cancer	I-Modifier
families.	O
Breast	B-Modifier
Cancer	I-Modifier
Linkage	O
Consortium.	O
The	O
breast-ovary	B-SpecificDisease
cancer-family	I-SpecificDisease
syndrome	I-SpecificDisease
is	O
a	O
dominant	O
predisposition	O
to	O
cancer	B-CompositeMention
of	I-CompositeMention
the	I-CompositeMention
breast	I-CompositeMention
and	I-CompositeMention
ovaries	I-CompositeMention
which	O
has	O
been	O
mapped	O
to	O
chromosome	O
region	O
17q12-q21	O
.	O
The	O
majority	O
,	O
but	O
not	O
all	O
,	O
of	O
breast-ovary	B-Modifier
cancer	I-Modifier
families	O
show	O
linkage	O
to	O
this	O
susceptibility	O
locus	O
,	O
designated	O
BRCA1	O
.	O
We	O
report	O
here	O
the	O
results	O
of	O
a	O
linkage	O
analysis	O
of	O
145	O
families	O
with	O
both	O
breast	B-CompositeMention
and	I-CompositeMention
ovarian	I-CompositeMention
cancer	I-CompositeMention
.	O
These	O
families	O
contain	O
either	O
a	O
total	O
of	O
three	O
or	O
more	O
cases	O
of	O
early-onset	O
(	O
before	O
age	O
60	O
years	O
)	O
breast	B-SpecificDisease
cancer	I-SpecificDisease
or	O
ovarian	B-SpecificDisease
cancer	I-SpecificDisease
.	O
All	O
families	O
contained	O
at	O
least	O
one	O
case	O
of	O
ovarian	B-SpecificDisease
cancer	I-SpecificDisease
.	O
Overall	O
,	O
an	O
estimated	O
76	O
%	O
of	O
the	O
145	O
families	O
are	O
linked	O
to	O
the	O
BRCA1	O
locus	O
.	O
None	O
of	O
the	O
13	O
families	O
with	O
cases	O
of	O
male	B-SpecificDisease
breast	I-SpecificDisease
cancer	I-SpecificDisease
appear	O
to	O
be	O
linked	O
,	O
but	O
it	O
is	O
estimated	O
that	O
92	O
%	O
(	O
95	O
%	O
confidence	O
interval	O
76	O
%	O
-100	O
%	O
)	O
of	O
families	O
with	O
no	O
male	B-SpecificDisease
breast	I-SpecificDisease
cancer	I-SpecificDisease
and	O
with	O
two	O
or	O
more	O
ovarian	B-SpecificDisease
cancers	I-SpecificDisease
are	O
linked	O
to	O
BRCA1	O
.	O
These	O
data	O
suggest	O
that	O
the	O
breast-ovarian	B-SpecificDisease
cancer-family	I-SpecificDisease
syndrome	I-SpecificDisease
is	O
genetically	O
heterogeneous	O
.	O
However	O
,	O
the	O
large	O
majority	O
of	O
families	O
with	O
early-onset	O
breast	B-SpecificDisease
cancer	I-SpecificDisease
and	O
with	O
two	O
or	O
more	O
cases	O
of	O
ovarian	B-SpecificDisease
cancer	I-SpecificDisease
are	O
likely	O
to	O
be	O
due	O
to	O
BRCA1	O
mutations	O
.	O
.	O

1317264	O
The	O
APC	B-Modifier
gene,	O
responsible	O
for	O
familial	B-SpecificDisease
adenomatous	I-SpecificDisease
polyposis,	I-SpecificDisease
is	O
mutated	O
in	O
human	O
gastric	B-SpecificDisease
cancer.	I-SpecificDisease
Although	O
gastric	B-SpecificDisease
cancer	I-SpecificDisease
is	O
the	O
most	O
common	O
cancer	B-DiseaseClass
in	O
the	O
world	O
,	O
genetic	O
changes	O
during	O
its	O
carcinogenesis	O
are	O
not	O
well	O
understood	O
.	O
Since	O
some	O
gastric	B-SpecificDisease
cancers	I-SpecificDisease
are	O
considered	O
to	O
originate	O
from	O
the	O
intestinal	O
metaplasia	O
,	O
it	O
is	O
likely	O
that	O
the	O
adenomatous	B-Modifier
polyposis	I-Modifier
coli	I-Modifier
(	O
APC	B-Modifier
)	O
gene	O
,	O
the	O
mutation	O
of	O
which	O
causes	O
adenomatous	B-SpecificDisease
polyps	I-SpecificDisease
in	I-SpecificDisease
the	I-SpecificDisease
colon	I-SpecificDisease
,	O
is	O
associated	O
with	O
carcinogenesis	O
of	O
gastric	B-SpecificDisease
cancer	I-SpecificDisease
.	O
Based	O
on	O
this	O
idea	O
,	O
DNAs	O
isolated	O
from	O
gastric	B-SpecificDisease
cancers	I-SpecificDisease
were	O
examined	O
by	O
means	O
of	O
a	O
RNase	O
protection	O
analysis	O
coupled	O
with	O
polymerase	O
chain	O
reaction	O
followed	O
by	O
sequencing	O
of	O
the	O
polymerase	O
chain	O
reaction	O
products	O
.	O
By	O
screening	O
nearly	O
one-half	O
of	O
the	O
coding	O
region	O
of	O
the	O
APC	B-Modifier
gene	O
in	O
44	O
tumors	B-DiseaseClass
,	O
somatic	O
mutations	O
were	O
detected	O
in	O
three	O
tumors	B-DiseaseClass
a	O
missense	O
mutation	O
,	O
a	O
nonsense	O
mutation	O
,	O
and	O
a	O
5-base	O
pair	O
deletion	O
resulting	O
in	O
a	O
frame	O
shift	O
which	O
causes	O
truncation	O
of	O
the	O
gene	O
product	O
.	O
These	O
results	O
suggest	O
that	O
the	O
mutation	O
of	O
the	O
APC	B-Modifier
gene	O
also	O
plays	O
an	O
important	O
role	O
during	O
the	O
carcinogenesis	O
of	O
at	O
least	O
some	O
gastric	B-SpecificDisease
cancers	I-SpecificDisease
.	O
.	O

1707231	O
A	O
new	O
mutation	O
in	O
the	O
proteolipid	O
protein	O
(PLP)	O
gene	O
in	O
a	O
German	O
family	O
with	O
Pelizaeus-Merzbacher	B-SpecificDisease
disease.	I-SpecificDisease
A	O
C-to-T	O
transition	O
in	O
exon	O
4	O
of	O
the	O
PLP	O
gene	O
was	O
found	O
in	O
2	O
affected	O
males	O
and	O
two	O
obligate	O
carriers	O
in	O
a	O
German	O
family	O
with	O
Pelizaeus-Merzbacher	B-SpecificDisease
disease	I-SpecificDisease
.	O
The	O
mutation	O
,	O
which	O
causes	O
loss	O
of	O
an	O
HphI	O
site	O
and	O
changes	O
amino	O
acid	O
155	O
from	O
threonine	O
to	O
isoleucine	O
,	O
was	O
absent	O
from	O
108	O
normal	O
chromosomes	O
.	O
There	O
are	O
5	O
concordances	O
and	O
1	O
discrepancy	O
between	O
these	O
results	O
and	O
those	O
obtained	O
by	O
magnetic	O
resonance	O
imaging	O
in	O
this	O
family	O
.	O
.	O

8499920	O
Structure	O
and	O
genomic	O
sequence	O
of	O
the	O
myotonic	B-Modifier
dystrophy	I-Modifier
(	O
DM	B-Modifier
kinase	O
)	O
gene.	O
The	O
mutation	O
causing	O
myotonic	B-SpecificDisease
dystrophy	I-SpecificDisease
(	O
DM	B-SpecificDisease
)	O
has	O
recently	O
been	O
identified	O
as	O
an	O
unstable	O
CTG	O
trinucleotide	O
repeat	O
located	O
in	O
the	O
3	O
untranslated	O
region	O
of	O
a	O
gene	O
encoding	O
for	O
a	O
protein	O
with	O
putative	O
serine-threonine	O
protein	O
kinase	O
activity	O
.	O
In	O
this	O
report	O
we	O
present	O
the	O
genomic	O
sequences	O
of	O
the	O
human	O
and	O
murine	O
DM	B-Modifier
kinase	O
gene	O
.	O
A	O
comparison	O
of	O
these	O
sequences	O
with	O
each	O
other	O
and	O
with	O
known	O
cDNA	O
sequences	O
from	O
both	O
species	O
,	O
led	O
us	O
to	O
predict	O
a	O
translation	O
initiation	O
codon	O
,	O
as	O
well	O
as	O
determine	O
the	O
organization	O
of	O
the	O
DM	B-Modifier
kinase	O
gene	O
.	O
Several	O
polymorphisms	O
within	O
the	O
human	O
DM	B-Modifier
kinase	O
gene	O
have	O
been	O
identified	O
,	O
and	O
PCR	O
assays	O
to	O
detect	O
two	O
of	O
these	O
are	O
described	O
.	O
The	O
complete	O
sequence	O
and	O
characterization	O
of	O
the	O
structure	O
of	O
the	O
DM	B-Modifier
kinase	O
gene	O
,	O
as	O
well	O
as	O
the	O
identification	O
of	O
novel	O
polymorphisms	O
within	O
the	O
gene	O
,	O
represent	O
an	O
important	O
step	O
in	O
a	O
further	O
understanding	O
of	O
the	O
genetics	O
of	O
myotonic	B-SpecificDisease
dystrophy	I-SpecificDisease
and	O
the	O
molecular	O
biology	O
of	O
the	O
gene	O
.	O
.	O

492335	O
Genetic	O
defect	B-SpecificDisease
in	I-SpecificDisease
secretion	I-SpecificDisease
of	I-SpecificDisease
complement	I-SpecificDisease
C5	I-SpecificDisease
in	O
mice.	O
A	O
genetic	O
deficiency	B-SpecificDisease
of	I-SpecificDisease
the	I-SpecificDisease
fifth	I-SpecificDisease
(	I-SpecificDisease
C5	I-SpecificDisease
)	I-SpecificDisease
component	I-SpecificDisease
of	I-SpecificDisease
complement1-3	I-SpecificDisease
,	O
a	O
serum	O
glycoprotein	O
of	O
molecular	O
weight	O
(	O
MW	O
)	O
220	O
,	O
000	O
(	O
ref	O
.	O
4	O
)	O
,	O
has	O
been	O
found	O
in	O
39	O
%	O
of	O
inbred	O
strains	O
of	O
mice3	O
.	O
Sera	O
of	O
deficient	O
mice	O
lack	O
detectable	O
C5	O
activity	O
and	O
protein2	O
,	O
3	O
.	O
In	O
addition	O
deficient	O
mice	O
produce	O
antibody	O
to	O
mouse	O
C5	O
when	O
injected	O
with	O
sera	O
from	O
C5	O
sufficient	O
(	O
normal	O
)	O
strains	O
.	O
Levy	O
et	O
al	O
.	O
5	O
showed	O
that	O
somatic	O
cell	O
hybrids	O
between	O
C5	O
deficient	O
(	O
B10	O
.	O
D2	O
/	O
old	O
line	O
)	O
macrophages	O
and	O
either	O
C5	O
sufficient	O
(	O
B10	O
.	O
D2	O
/	O
new	O
line	O
)	O
mouse	O
kidney	O
or	O
chicken	O
erythroblasts	O
secreted	O
haemolytically	O
active	O
mouse	O
C5	O
in	O
vitro	O
.	O
Several	O
possible	O
molecular	O
mechanisms	O
to	O
account	O
for	O
the	O
findings	O
were	O
considered	O
,	O
but	O
insufficient	O
direct	O
data	O
were	O
available	O
to	O
choose	O
among	O
them	O
.	O
We	O
recently	O
reported	O
that	O
mouse	O
(	O
CD	O
.	O
1	O
strain	O
)	O
peritoneal	O
cells	O
in	O
culture	O
synthesise	O
and	O
secrete	O
a	O
single	O
chain	O
precursor	O
,	O
pro-C5	O
(	O
MW	O
approximately	O
210	O
,	O
000	O
)	O
,	O
of	O
the	O
two-chain	O
(	O
alpha	O
chain	O
,	O
125	O
,	O
000	O
and	O
beta	O
chain	O
83	O
,	O
000	O
MW	O
)	O
C5	O
protein6	O
.	O
Radiolabelled	O
precursor	O
C5	O
was	O
contained	O
within	O
the	O
cells	O
and	O
was	O
secreted	O
into	O
the	O
tissue	O
culture	O
media	O
.	O
Using	O
similar	O
methods	O
,	O
we	O
now	O
find	O
that	O
C5	B-SpecificDisease
deficiency	I-SpecificDisease
in	O
each	O
of	O
five	O
different	O
mouse	O
strains	O
(	O
AKR	O
,	O
SWR	O
,	O
DBA	O
/	O
2J8	O
A	O
/	O
HeJ	O
and	O
B10	O
.	O
D2	O
/	O
old	O
line	O
)	O
is	O
due	O
to	O
a	O
failure	O
in	O
secretion	O
of	O
C5	O
protein	O
and	O
not	O
to	O
a	O
failure	O
in	O
biosynthesis	O
of	O
pro-C5	O

10737981	O
beta-galactosidase	O
gene	O
mutations	O
affecting	O
the	O
lysosomal	O
enzyme	O
and	O
the	O
elastin-binding	O
protein	O
in	O
GM1-gangliosidosis	B-Modifier
patients	O
with	O
cardiac	B-SpecificDisease
involvement.	I-SpecificDisease
GM1-gangliosidosis	B-SpecificDisease
is	O
a	O
lysosomal	B-DiseaseClass
storage	I-DiseaseClass
disorder	I-DiseaseClass
caused	O
by	O
deficiency	B-SpecificDisease
of	I-SpecificDisease
acid	I-SpecificDisease
beta-galactosidase	I-SpecificDisease
(	O
GLB1	O
)	O
.	O
We	O
report	O
five	O
new	O
beta-galactosidase	O
gene	O
mutations	O
in	O
nine	O
Italian	O
patients	O
and	O
one	O
fetus	O
,	O
segregating	O
in	O
seven	O
unrelated	O
families	O
.	O
Six	O
of	O
the	O
eight	O
patients	O
with	O
the	O
